"","hh_id","d1","d_start","d2","index_random","random_number","random_percentage_price","d_amount","d_3","d_3b","d_3b_oth","d_4","d_4b","d_4b_oth","d_5","d_5b","d_5b_oth","d_6","d_6b","d_6b_oth","d_7","d_8","d_8oth","d_9","d_10","elc_aggr_tier","locality"
"1667",4021509800702,"No","2017-11-15T13:11:25-05:00",1,0,0.14,1400,1400,"No","Electricity service is unreliable","","No","Still cannot afford the wiring costs","","No","Monthly fee is too expensive","","No","Monthly fee is too expensive","","Don’t Know","Electricity service is unreliable","",2000,400,"Tier 0",0
"1668",4021509800901,"No","2017-11-15T15:52:42-05:00",1,2,0.43,4300,4300,"No","Electricity service is unreliable","","No","Electricity service is unreliable","","No","Still cannot afford the wiring costs","","No","Monthly fee is too expensive","","No","Monthly fee is too expensive","",2000,400,"Tier 0",0
"1669",4021509800902,"No","2017-11-15T15:36:19-05:00",1,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Electricity service is unreliable","","No","Electricity service is unreliable","","No","Electricity service is unreliable","","No","Still cannot afford the wiring costs","",1100,500,"Tier 0",0
"1670",4021509800903,"No","2017-11-15T09:11:23-05:00",1,0,0.14,1400,1400,"No","Monthly fee is too expensive","","No","Monthly fee is too expensive","","No","Monthly fee is too expensive","","Yes",NA,"",NA,NA,"",800,500,"Tier 0",0
"1671",4021509800904,"No","2017-11-15T03:58:32-05:00",1,1,0.29,2900,2900,"No","Electricity service is unreliable","","No","Electricity service is unreliable","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",1500,500,"Tier 0",0
"1672",4021509801003,"No","2017-11-15T04:52:59-05:00",1,1,0.29,2900,2900,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",888,500,"Tier 0",0
"1673",4022513040301,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",0
"1674",4022513040401,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 0",0
"1675",4022513040501,"No","2017-11-13T04:07:13-05:00",1,4,0.71,7100,7100,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",4000,2000,"Tier 0",0
"1676",4022513040701,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",0
"1677",4022513040901,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",0
"1678",4022513041101,"No","2017-11-13T09:34:55-05:00",1,1,0.29,2900,2900,"No","Do not need grid connection","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",0,888,"Tier 0",0
"1679",4022513041701,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",0
"1680",4022513042204,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",0
"1681",4022513042301,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",0
"1682",4022513042601,"No","2017-11-13T04:47:40-05:00",1,1,0.29,2900,2900,"No","Monthly fee is too expensive","","No","Monthly fee is too expensive","","No","Monthly fee is too expensive","","No","Monthly fee is too expensive","","Yes",NA,"",888,200,"Tier 0",0
"1683",4022513042801,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",0
"1684",4022513042802,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",0
"1685",4022513042803,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",0
"1686",4022513043001,"No","2017-11-12T17:33:39-05:00",2,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","",888,888,"Tier 0",0
"1687",4023509700902,"No","2017-11-09T04:56:05-05:00",1,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",1
"1688",4023509701203,"No","2017-11-09T07:00:13-05:00",1,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",1
"1689",4023509701303,"No","2017-11-09T08:32:44-05:00",1,3,0.57,5699,5699,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",6000,500,"Tier 0",1
"1690",4023509701904,"No","2017-11-09T05:31:59-05:00",1,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","",888,888,"Tier 0",1
"1691",4023509702004,"No","2017-11-09T06:52:50-05:00",1,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","",888,888,"Tier 0",1
"1692",4023509702904,"No","2017-11-09T08:09:30-05:00",1,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","",888,888,"Tier 0",1
"1693",4023509703302,"No","2017-11-08T16:38:11-05:00",1,4,0.71,7100,7100,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",1
"1694",4023509703401,"No","2017-11-08T17:44:07-05:00",1,1,0.29,2900,2900,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",888,888,"Tier 0",1
"1695",4023509703801,"No","2017-11-08T18:40:31-05:00",1,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","",888,888,"Tier 0",1
"1696",4023509703802,"No","2017-11-09T05:27:34-05:00",1,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",1
"1697",4023509704001,"No","2017-11-09T08:10:07-05:00",1,1,0.29,2900,2900,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",4000,1500,"Tier 0",1
"1698",4023509704303,"No","2017-11-09T10:01:29-05:00",1,4,0.71,7100,7100,"No","Do not need grid connection","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",1
"1699",4023509704305,"No","2017-11-09T05:22:30-05:00",1,5,1,10000,10000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",2000,500,"Tier 0",1
"1700",4023509704604,"No","2017-11-09T06:48:02-05:00",1,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,400,"Tier 0",1
"1701",4023513980501,"No","2017-11-09T07:46:31-05:00",2,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,1000,"Tier 0",1
"1702",4023513980602,"No","2017-11-09T04:26:08-05:00",2,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,1200,"Tier 0",1
"1703",4023513982102,"No","2017-11-09T06:34:19-05:00",1,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",5000,1000,"Tier 0",1
"1704",4023513982801,"No","2017-11-10T06:27:36-05:00",2,5,1,10000,10000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",1
"1705",4023513982901,"No","2017-11-10T07:10:59-05:00",1,5,1,10000,10000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",8000,2000,"Tier 0",1
"1706",4023513983101,"No","2017-11-10T08:42:38-05:00",1,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,600,"Tier 0",1
"1707",4023513983401,"No","2017-11-10T06:39:52-05:00",1,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",2500,500,"Tier 0",1
"1708",4023513983903,"No","2017-11-10T05:40:43-05:00",1,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",400,1000,"Tier 0",1
"1709",4023513984501,"No","2017-11-09T06:55:30-05:00",1,5,1,10000,10000,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",1
"1710",4023513984703,"No","2017-11-09T04:41:33-05:00",1,1,0.29,2900,2900,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",1
"1711",4023513985001,"No","2017-11-09T05:55:00-05:00",1,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",888,700,"Tier 0",1
"1712",4023513985003,"No","2017-11-09T05:14:43-05:00",1,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",15000,300,"Tier 0",1
"1713",4023513985402,"No","2017-11-09T04:02:43-05:00",1,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",2000,888,"Tier 0",1
"1714",4023513985404,"No","2017-11-09T06:34:21-05:00",1,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",2000,1500,"Tier 0",1
"1715",4024520640602,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",1
"1716",4024520640701,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"1717",4024520640901,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"1718",4024520641001,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",1
"1719",4024520641701,"No","2017-11-11T07:08:26-05:00",1,1,0.29,2900,2900,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",888,1000,"Tier 0",1
"1720",4024520641801,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"1721",4024520641901,"No","2017-11-11T05:05:44-05:00",2,5,1,10000,10000,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",888,1000,"Tier 0",1
"1722",4024520642301,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",1
"1723",4024520642501,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 1",1
"1724",4024520642701,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"1725",4024520642702,"No","2017-11-10T19:40:19-05:00",1,5,1,10000,10000,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",4000,2000,"Tier 0",1
"1726",4024520643101,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"1727",4024520643601,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 4",1
"1728",4024520643901,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"1729",4024520660201,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 0",1
"1730",4024520660902,"No","2017-11-11T11:24:22-05:00",1,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",1
"1731",4024520660903,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 1",1
"1732",4024520661002,"No","2017-11-11T09:44:15-05:00",1,0,0.14,1400,1400,"No","Do not need grid connection","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",1
"1733",4024520661101,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"1734",4024520661302,"No","2017-11-11T10:29:56-05:00",1,4,0.71,7100,7100,"No","Do not need grid connection","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",1
"1735",4024520662101,"No","2017-11-10T10:39:53-05:00",1,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","",888,888,"Tier 0",1
"1736",4024520662102,"No","2017-11-10T11:23:14-05:00",1,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",2000,500,"Tier 0",1
"1737",4024520662501,"No","2017-11-11T06:59:03-05:00",1,0,0.14,1400,1400,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",3000,500,"Tier 0",1
"1738",4024520662901,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"1739",4024520663001,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 0",1
"1740",4024520663101,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 4",1
"1741",4024520663201,"No","2017-11-10T06:00:25-05:00",1,0,0.14,1400,1400,"No","Do not need grid connection","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",1
"1742",4024520663602,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 4",1
"1743",10001502200101,"No","2017-11-16T07:41:17-05:00",1,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,300,"Tier 0",0
"1744",10001502201001,"No","2017-11-16T06:40:20-05:00",1,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",888,300,"Tier 0",0
"1745",10001502201302,"No","2017-11-16T05:47:49-05:00",1,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",15000,500,"Tier 0",0
"1746",10001502201303,"No","2017-11-16T05:49:31-05:00",1,5,1,10000,10000,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",15000,500,"Tier 0",0
"1747",10001502201401,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 0",0
"1748",10001502202201,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 0",0
"1749",10001502202701,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",0
"1750",10001502203903,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",0
"1751",10001502205002,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",0
"1752",10001502205401,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",0
"1753",10001502205601,"No","2017-11-16T07:42:51-05:00",1,3,0.57,5699,5699,"No","Monthly fee is too expensive","","No","Monthly fee is too expensive","","Yes",NA,"",NA,NA,"",NA,NA,"",1000,500,"Tier 0",0
"1754",10001502205801,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",0
"1755",10001502206003,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",0
"1756",10001503820101,"No","2017-11-27T08:06:25-05:00",1,1,0.29,2900,2900,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,1000,"Tier 0",0
"1757",10001503820502,"No","2017-11-27T09:35:27-05:00",1,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",888,200,"Tier 0",0
"1758",10001503820801,"No","2017-11-27T10:39:31-05:00",3,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",888,300,"Tier 0",0
"1759",10001503820804,"No","2017-11-27T10:45:14-05:00",1,0,0.14,1400,1400,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",3000,200,"Tier 0",0
"1760",10001503821001,"No","2017-11-27T08:08:46-05:00",1,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",3000,200,"Tier 0",0
"1761",10001503821002,"No","2017-11-27T08:16:43-05:00",2,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",1500,500,"Tier 0",0
"1762",10001503821003,"No","2017-11-27T08:10:21-05:00",1,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",5000,500,"Tier 0",0
"1763",10001503821201,"No","2017-11-27T09:14:56-05:00",1,4,0.71,7100,7100,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",3000,500,"Tier 0",0
"1764",10001503823104,"No","2017-11-27T10:35:09-05:00",3,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",3000,500,"Tier 0",0
"1765",10001503823802,"No","2017-11-27T09:39:28-05:00",2,3,0.57,5699,5699,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",3000,500,"Tier 0",0
"1766",10001503824003,"No","2017-11-27T08:20:07-05:00",2,5,1,10000,10000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"1767",10001503824703,"No","2017-11-27T09:24:49-05:00",2,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",1000,500,"Tier 0",0
"1768",10001503825201,"No","2017-11-27T09:53:07-05:00",1,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",3500,500,"Tier 0",0
"1769",10001503826205,"No","2017-11-27T11:07:28-05:00",1,5,1,10000,10000,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",1000,500,"Tier 0",0
"1770",10001505200201,"No","2017-11-20T07:56:32-05:00",1,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",5000,500,"Tier 0",0
"1771",10001505200301,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",0
"1772",10001505200302,"No","2017-11-20T06:57:58-05:00",3,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",888,500,"Tier 0",0
"1773",10001505200701,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 4",0
"1774",10001505200901,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",0
"1775",10001505201101,"No","2017-11-20T05:21:44-05:00",1,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",5000,200,"Tier 0",0
"1776",10001505201201,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 4",0
"1777",10001505201202,"No","2017-11-20T05:20:40-05:00",2,5,1,10000,10000,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",2500,600,"Tier 0",0
"1778",10001505201203,"No","2017-11-20T05:10:34-05:00",3,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",0
"1779",10001505201302,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",0
"1780",10001505201402,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",0
"1781",10001505201501,"No","2017-11-20T06:00:54-05:00",2,5,1,10000,10000,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",888,888,"Tier 0",0
"1782",10001505201902,"No","2017-11-20T06:26:39-05:00",1,5,1,10000,10000,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",5000,300,"Tier 0",0
"1783",10001505202002,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",0
"1784",10001507980201,"No","2017-11-21T06:47:39-05:00",1,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",5000,1000,"Tier 0",0
"1785",10001507980203,"No","2017-11-21T06:50:23-05:00",1,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",2000,5000,"Tier 0",0
"1786",10001507980301,"No","2017-11-21T05:50:29-05:00",2,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",0
"1787",10001507980902,"No","2017-11-21T04:49:40-05:00",2,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",0
"1788",10001507980904,"No","2017-11-21T05:02:26-05:00",1,5,1,10000,10000,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",5000,500,"Tier 0",0
"1789",10001507980906,"No","2017-11-21T04:53:45-05:00",1,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",2000,500,"Tier 0",0
"1790",10001507980907,"No","2017-11-21T05:55:01-05:00",1,4,0.71,7100,7100,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",1000,500,"Tier 0",0
"1791",10001507980909,"No","2017-11-21T07:17:26-05:00",1,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",5000,500,"Tier 0",0
"1792",10001507980912,"No","2017-11-21T04:58:52-05:00",2,1,0.29,2900,2900,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",0
"1793",10001507981201,"No","2017-11-21T07:37:05-05:00",1,5,1,10000,10000,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",2000,200,"Tier 0",0
"1794",10001507981301,"No","2017-11-21T06:22:16-05:00",1,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",2000,200,"Tier 0",0
"1795",10001507981801,"No","2017-11-21T06:28:48-05:00",2,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"1796",10001507981901,"No","2017-11-21T07:26:06-05:00",3,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",3000,500,"Tier 0",0
"1797",10001507982302,"No","2017-11-21T08:25:26-05:00",1,4,0.71,7100,7100,"No","Monthly fee is too expensive","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",2000,5000,"Tier 0",0
