"","hh_id","g2","g3","g_4","g_5","g_6","g_7","g_8","g_9","interview__key","cs_aggr_tier","elc_aggr_tier","locality"
"1091",1012500802101,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1092",1012500802101,"Flashlights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1093",1012500802101,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1094",1012500802101," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1095",1012500802101,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1096",1012500802501,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 2",1
"1097",1012500802501,"Flashlights","Yes",2,150,12,6,"Back-up source of lighting",6,"34-11-05-78","Tier 0","Tier 2",1
"1098",1012500802501,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 2",1
"1099",1012500802501," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 2",1
"1100",1012500802501,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 2",1
"1101",1012500802503,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1102",1012500802503,"Flashlights","Yes",1,130,12,6,"Regular source of lighting",4,"91-23-02-56","Tier 1","Tier 0",1
"1103",1012500802503,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1104",1012500802503," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1105",1012500802503,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1106",1012500802701,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",1
"1107",1012500802701,"Flashlights","Yes",2,200,8,1,"Back-up source of lighting",3,"39-96-67-94","Tier 0","Tier 3",1
"1108",1012500802701,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",1
"1109",1012500802701," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",1
"1110",1012500802701,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",1
"1111",1012500803001,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1112",1012500803001,"Flashlights","Yes",2,650,12,6,"Back-up source of lighting",2,"54-21-14-94","Tier 1","Tier 2",1
"1113",1012500803001,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1114",1012500803001," Radio","Yes",1,2000,12,8,"No light available",4,"54-21-14-94","Tier 1","Tier 2",1
"1115",1012500803001,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1116",1012500803301,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1117",1012500803301,"Flashlights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1118",1012500803301,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1119",1012500803301," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1120",1012500803301,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1121",1012509340201,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1122",1012509340201,"Flashlights","Yes",7,1300,12,3,"Back-up source of lighting",8,"82-30-43-76","Tier 1","Tier 3",1
"1123",1012509340201,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1124",1012509340201," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1125",1012509340201,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1126",1012509340501,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",1
"1127",1012509340501,"Flashlights","Yes",2,170,12,5,"Regular source of lighting",8,"54-93-29-35","Tier 0","Tier 0",1
"1128",1012509340501,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",1
"1129",1012509340501," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",1
"1130",1012509340501,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",1
"1131",1012509341401,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1132",1012509341401,"Flashlights","Yes",2,300,12,4,"Back-up source of lighting",10,"68-18-11-87","Tier 1","Tier 3",1
"1133",1012509341401,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1134",1012509341401," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1135",1012509341401,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1136",1012509341701,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1137",1012509341701,"Flashlights","Yes",2,170,12,2,"Back-up source of lighting",30,"50-56-71-84","Tier 1","Tier 2",1
"1138",1012509341701,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1139",1012509341701," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1140",1012509341701,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1141",1012509341801,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1142",1012509341801,"Flashlights","Yes",2,200,12,3,"Regular source of lighting",4,"33-72-17-78","Tier 1","Tier 0",1
"1143",1012509341801,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1144",1012509341801," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1145",1012509341801,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1146",1012509342101,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1147",1012509342101,"Flashlights","Yes",2,750,12,4,"Back-up source of lighting",16,"05-14-80-90","Tier 1","Tier 2",1
"1148",1012509342101,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1149",1012509342101," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1150",1012509342101,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1151",1012509342301,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1152",1012509342301,"Flashlights","Yes",1,150,12,3,"Regular source of lighting",4,"13-45-05-47","Tier 1","Tier 0",1
"1153",1012509342301,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1154",1012509342301," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1155",1012509342301,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1156",1012509342701,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1157",1012509342701,"Flashlights","Yes",2,250,12,8,"Back-up source of lighting",15,"68-18-10-55","Tier 1","Tier 3",1
"1158",1012509342701,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1159",1012509342701," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1160",1012509342701,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1161",1012509342901,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",1
"1162",1012509342901,"Flashlights","Yes",6,1000,8,10,"Back-up source of lighting",20,"53-93-32-79","Tier 0","Tier 0",1
"1163",1012509342901,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",1
"1164",1012509342901," Radio","Yes",1,500,12,5,"No light available",8,"53-93-32-79","Tier 0","Tier 0",1
"1165",1012509342901,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",1
"1166",1012509343201,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 3","Tier 2",1
"1167",1012509343201,"Flashlights","Yes",1,250,12,4,"Back-up source of lighting",15,"92-64-86-27","Tier 3","Tier 2",1
"1168",1012509343201,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 3","Tier 2",1
"1169",1012509343201," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 3","Tier 2",1
"1170",1012509343201,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 3","Tier 2",1
"1171",1012509343301,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1172",1012509343301,"Flashlights","Yes",3,30,12,10,"Back-up source of lighting",9,"73-05-99-77","Tier 1","Tier 2",1
"1173",1012509343301,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1174",1012509343301," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1175",1012509343301,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1176",1012509343701,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 1",1
"1177",1012509343701,"Flashlights","Yes",2,250,12,10,"Back-up source of lighting",13,"95-31-28-70","Tier 0","Tier 1",1
"1178",1012509343701,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 1",1
"1179",1012509343701," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 1",1
"1180",1012509343701,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 1",1
"1181",1012509344101,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1182",1012509344101,"Flashlights","Yes",3,450,12,12,"Regular source of lighting",6,"71-88-65-95","Tier 1","Tier 0",1
"1183",1012509344101,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1184",1012509344101," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1185",1012509344101,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1186",1012509344601,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 4","Tier 3",1
"1187",1012509344601,"Flashlights","Yes",1,350,12,8,"Back-up source of lighting",15,"93-33-72-10","Tier 4","Tier 3",1
"1188",1012509344601,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 4","Tier 3",1
"1189",1012509344601," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 4","Tier 3",1
"1190",1012509344601,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 4","Tier 3",1
"1191",1013501240201,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1192",1013501240201,"Flashlights","Yes",2,150,12,3,"Back-up source of lighting",8,"24-99-95-17","Tier 1","Tier 3",1
"1193",1013501240201,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1194",1013501240201," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1195",1013501240201,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1196",1013501240301,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1197",1013501240301,"Flashlights","Yes",1,300,12,1,"Back-up source of lighting",3,"28-36-26-20","Tier 1","Tier 2",1
"1198",1013501240301,"Task lights","Yes",1,700,6,3,"Back-up source of lighting",3,"28-36-26-20","Tier 1","Tier 2",1
"1199",1013501240301," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1200",1013501240301,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1201",1013501240501,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1202",1013501240501,"Flashlights","Yes",1,150,12,12,"Regular source of lighting",24,"68-02-08-91","Tier 1","Tier 0",1
"1203",1013501240501,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1204",1013501240501," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1205",1013501240501,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1206",1013501240601,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 2",1
"1207",1013501240601,"Flashlights","Yes",1,350,5,5,"Back-up source of lighting",3,"97-46-47-54","Tier 2","Tier 2",1
"1208",1013501240601,"Task lights","Yes",2,1500,8,4,"Back-up source of lighting",0,"97-46-47-54","Tier 2","Tier 2",1
"1209",1013501240601," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 2",1
"1210",1013501240601,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 2",1
"1211",1013501240602,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1212",1013501240602,"Flashlights","Yes",1,1200,12,5,"Regular source of lighting",8,"87-48-75-92","Tier 1","Tier 0",1
"1213",1013501240602,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1214",1013501240602," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1215",1013501240602,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1216",1013501240702,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1217",1013501240702,"Flashlights","Yes",1,400,8,6,"Back-up source of lighting",4,"00-68-22-63","Tier 1","Tier 3",1
"1218",1013501240702,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1219",1013501240702," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1220",1013501240702,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1221",1013501240901,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1222",1013501240901,"Flashlights","Yes",4,1600,12,6,"Back-up source of lighting",36,"51-85-70-83","Tier 1","Tier 3",1
"1223",1013501240901,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1224",1013501240901," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1225",1013501240901,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1226",1013501241201,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1227",1013501241201,"Flashlights","Yes",1,200,12,4,"Regular source of lighting",2,"38-16-32-18","Tier 1","Tier 0",1
"1228",1013501241201,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1229",1013501241201," Radio","Yes",1,1000,6,8,"No light available",2,"38-16-32-18","Tier 1","Tier 0",1
"1230",1013501241201,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1231",1013501241302,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1232",1013501241302,"Flashlights","Yes",2,300,12,4,"Regular source of lighting",15,"81-36-32-12","Tier 1","Tier 0",1
"1233",1013501241302,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1234",1013501241302," Radio","Yes",1,0,12,3,"No light available",5,"81-36-32-12","Tier 1","Tier 0",1
"1235",1013501241302,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1236",1013501241401,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1237",1013501241401,"Flashlights","Yes",5,350,12,12,"Regular source of lighting",15,"14-21-14-03","Tier 1","Tier 0",1
"1238",1013501241401,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1239",1013501241401," Radio","Yes",2,800,3,3,"No light available",20,"14-21-14-03","Tier 1","Tier 0",1
"1240",1013501241401,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1241",1013501241402,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1242",1013501241402,"Flashlights","Yes",1,120,12,11,"Regular source of lighting",4,"24-94-34-76","Tier 1","Tier 0",1
"1243",1013501241402,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1244",1013501241402," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1245",1013501241402,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1246",1013501241403,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1247",1013501241403,"Flashlights","Yes",3,350,12,9,"Regular source of lighting",3,"05-24-14-83","Tier 1","Tier 0",1
"1248",1013501241403,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1249",1013501241403," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1250",1013501241403,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1251",1013501241701,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",1
"1252",1013501241701,"Flashlights","Yes",3,600,12,8,"Back-up source of lighting",8,"98-93-27-48","Tier 0","Tier 0",1
"1253",1013501241701,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",1
"1254",1013501241701," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",1
"1255",1013501241701,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",1
"1256",1013501242701,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1257",1013501242701,"Flashlights","Yes",2,400,12,5,"Back-up source of lighting",3,"42-40-25-75","Tier 1","Tier 3",1
"1258",1013501242701,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1259",1013501242701," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1260",1013501242701,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1261",1013503460101,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1262",1013503460101,"Flashlights","Yes",2,888,12,6,"Back-up source of lighting",90,"52-47-90-68","Tier 1","Tier 2",1
"1263",1013503460101,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1264",1013503460101," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1265",1013503460101,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1266",1013503460301,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1267",1013503460301,"Flashlights","Yes",2,140,12,5,"Back-up source of lighting",16,"63-44-98-72","Tier 1","Tier 2",1
"1268",1013503460301,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1269",1013503460301," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1270",1013503460301,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1271",1013503460303,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 3",1
"1272",1013503460303,"Flashlights","Yes",1,140,12,4,"Back-up source of lighting",6,"30-84-95-39","Tier 2","Tier 3",1
"1273",1013503460303,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 3",1
"1274",1013503460303," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 3",1
"1275",1013503460303,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 3",1
"1276",1013503460501,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1277",1013503460501,"Flashlights","Yes",1,120,12,6,"Regular source of lighting",15,"33-35-48-15","Tier 1","Tier 0",1
"1278",1013503460501,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1279",1013503460501," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1280",1013503460501,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1281",1013503461001,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 4",1
"1282",1013503461001,"Flashlights","Yes",1,250,2,4,"Back-up source of lighting",5,"31-81-82-94","Tier 1","Tier 4",1
"1283",1013503461001,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 4",1
"1284",1013503461001," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 4",1
"1285",1013503461001,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 4",1
"1286",1013503461401,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",1
"1287",1013503461401,"Flashlights","Yes",2,350,12,4,"Back-up source of lighting",2,"05-43-15-47","Tier 0","Tier 3",1
"1288",1013503461401,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",1
"1289",1013503461401," Radio","Yes",1,3000,12,4,"No light available",2,"05-43-15-47","Tier 0","Tier 3",1
"1290",1013503461401,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",1
"1291",1013503461801,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1292",1013503461801,"Flashlights","Yes",5,300,12,8,"Regular source of lighting",15,"17-33-91-55","Tier 1","Tier 0",1
"1293",1013503461801,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1294",1013503461801," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1295",1013503461801,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1296",1013503461802,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1297",1013503461802,"Flashlights","Yes",1,120,12,10,"Regular source of lighting",1,"97-23-23-82","Tier 1","Tier 0",1
"1298",1013503461802,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1299",1013503461802," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1300",1013503461802,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1301",1013503462001,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1302",1013503462001,"Flashlights","Yes",3,600,12,6,"Back-up source of lighting",10,"17-19-19-22","Tier 1","Tier 2",1
"1303",1013503462001,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1304",1013503462001," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1305",1013503462001,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1306",1013503463501,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",1
"1307",1013503463501,"Flashlights","Yes",2,350,12,12,"Regular source of lighting",750,"12-90-34-71","Tier 0","Tier 0",1
"1308",1013503463501,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",1
"1309",1013503463501," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",1
"1310",1013503463501,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",1
"1311",1013503463901,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 2",1
"1312",1013503463901,"Flashlights","Yes",4,1200,12,5,"Back-up source of lighting",12,"45-93-27-18","Tier 0","Tier 2",1
"1313",1013503463901,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 2",1
"1314",1013503463901," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 2",1
"1315",1013503463901,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 2",1
"1316",1013503464001,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1317",1013503464001,"Flashlights","Yes",2,500,12,4,"Regular source of lighting",8,"00-05-09-45","Tier 1","Tier 0",1
"1318",1013503464001,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1319",1013503464001," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1320",1013503464001,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1321",1013503464601,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1322",1013503464601,"Flashlights","Yes",3,250,12,8,"Back-up source of lighting",20,"08-28-70-30","Tier 1","Tier 2",1
"1323",1013503464601,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1324",1013503464601," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1325",1013503464601,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1326",1013503464803,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1327",1013503464803,"Flashlights","Yes",1,100,12,2,"Back-up source of lighting",12,"94-25-28-45","Tier 1","Tier 2",1
"1328",1013503464803,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1329",1013503464803," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1330",1013503464803,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",1
"1331",1013507620201,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1332",1013507620201,"Flashlights","Yes",1,1000,8,10,"Back-up source of lighting",60,"85-19-35-94","Tier 1","Tier 3",1
"1333",1013507620201,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1334",1013507620201," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1335",1013507620201,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",1
"1336",1013507620202,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1337",1013507620202,"Flashlights","Yes",1,300,5,9,"Regular source of lighting",4,"80-82-91-68","Tier 1","Tier 0",1
"1338",1013507620202,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1339",1013507620202," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1340",1013507620202,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"1341",1013507620402,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 1",1
"1342",1013507620402,"Flashlights","Yes",2,150,12,4,"Back-up source of lighting",120,"86-76-33-50","Tier 1","Tier 1",1
"1343",1013507620402,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 1",1
"1344",1013507620402," Radio","Yes",1,1500,12,6,"No light available",30,"86-76-33-50","Tier 1","Tier 1",1
