"","hh_id","g2","g3","g_4","g_5","g_6","g_7","g_8","g_9","interview__key","cs_aggr_tier","elc_aggr_tier","locality"
"120",1001500181702,"Other, specify","Yes",1,100,12,12,"Regular source of lighting",14,"90-70-74-06","Tier 1","Tier 0",0
"121",1001500181802,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"122",1001500181802,"Flashlights","Yes",2,350,11,9,"Regular source of lighting",21,"01-85-24-04","Tier 1","Tier 0",0
"123",1001500181802,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"124",1001500181802," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"125",1001500181802,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"126",1001500181901,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"127",1001500181901,"Flashlights","Yes",1,200,12,8,"Regular source of lighting",24,"72-62-45-86","Tier 1","Tier 0",0
"128",1001500181901,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"129",1001500181901," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"130",1001500181901,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"131",1001500182001,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"132",1001500182001,"Flashlights","Yes",3,300,11,8,"Regular source of lighting",36,"99-10-02-63","Tier 1","Tier 0",0
"133",1001500182001,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"134",1001500182001," Radio","Yes",2,1500,11,3,"No light available",4,"99-10-02-63","Tier 1","Tier 0",0
"135",1001500182001,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"136",1001500182103,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"137",1001500182103,"Flashlights","Yes",2,550,12,12,"Regular source of lighting",4,"83-48-53-07","Tier 1","Tier 0",0
"138",1001500182103,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"139",1001500182103," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"140",1001500182103,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"141",1001500920601,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"142",1001500920601,"Flashlights","Yes",3,250,12,8,"Regular source of lighting",2,"17-06-81-86","Tier 1","Tier 0",0
"143",1001500920601,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"144",1001500920601," Radio","Yes",1,2,8,3,"No light available",2,"17-06-81-86","Tier 1","Tier 0",0
"145",1001500920601,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"146",1001500920603,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"147",1001500920603,"Flashlights","Yes",1,150,12,5,"Regular source of lighting",8,"35-31-31-49","Tier 1","Tier 0",0
"148",1001500920603,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"149",1001500920603," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"150",1001500920603,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"151",1001500920801,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"152",1001500920801,"Flashlights","Yes",3,600,12,3,"Back-up source of lighting",12,"81-43-81-58","Tier 1","Tier 0",0
"153",1001500920801,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"154",1001500920801," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"155",1001500920801,"Other, specify","Yes",1,120,12,12,"Regular source of lighting",12,"81-43-81-58","Tier 1","Tier 0",0
"156",1001500920902,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"157",1001500920902,"Flashlights","Yes",2,200,12,12,"Regular source of lighting",12,"69-82-60-78","Tier 1","Tier 0",0
"158",1001500920902,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"159",1001500920902," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"160",1001500920902,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"161",1001500921301,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"162",1001500921301,"Flashlights","Yes",5,1500,12,6,"Regular source of lighting",12,"69-27-62-43","Tier 1","Tier 0",0
"163",1001500921301,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"164",1001500921301," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"165",1001500921301,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"166",1001500921501,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"167",1001500921501,"Flashlights","Yes",3,850,12,4,"Regular source of lighting",8,"63-78-41-51","Tier 1","Tier 0",0
"168",1001500921501,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"169",1001500921501," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"170",1001500921501,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"171",1001500921507,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"172",1001500921507,"Flashlights","Yes",1,350,12,10,"Regular source of lighting",8,"32-29-58-91","Tier 1","Tier 0",0
"173",1001500921507,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"174",1001500921507," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"175",1001500921507,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"176",1001500921603,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"177",1001500921603,"Flashlights","Yes",2,250,12,10,"Regular source of lighting",16,"16-67-24-58","Tier 1","Tier 0",0
"178",1001500921603,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"179",1001500921603," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"180",1001500921603,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"181",1001500921606,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"182",1001500921606,"Flashlights","Yes",1,350,11,9,"Regular source of lighting",3,"27-25-14-30","Tier 2","Tier 0",0
"183",1001500921606,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"184",1001500921606," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"185",1001500921606,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"186",1001500922001,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"187",1001500922001,"Flashlights","Yes",2,300,11,9,"Regular source of lighting",12,"91-75-89-52","Tier 1","Tier 0",0
"188",1001500922001,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"189",1001500922001," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"190",1001500922001,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"191",1001500922101,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"192",1001500922101,"Flashlights","Yes",2,200,12,11,"Regular source of lighting",30,"25-33-07-41","Tier 1","Tier 0",0
"193",1001500922101,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"194",1001500922101," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"195",1001500922101,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"196",1001500922103,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"197",1001500922103,"Flashlights","Yes",1,300,12,11,"Regular source of lighting",8,"48-10-71-39","Tier 1","Tier 0",0
"198",1001500922103,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"199",1001500922103," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"200",1001500922103,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"201",1001500922202,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"202",1001500922202,"Flashlights","Yes",1,200,11,8,"Regular source of lighting",16,"25-10-26-57","Tier 1","Tier 0",0
"203",1001500922202,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"204",1001500922202," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"205",1001500922202,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"206",1001500922702,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"207",1001500922702,"Flashlights","Yes",1,200,12,10,"Regular source of lighting",10,"23-81-70-56","Tier 1","Tier 0",0
"208",1001500922702,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"209",1001500922702," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"210",1001500922702,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"211",1002500360201,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"212",1002500360201,"Flashlights","Yes",2,300,12,3,"Back-up source of lighting",8,"04-54-80-24","Tier 1","Tier 0",0
"213",1002500360201,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"214",1002500360201," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"215",1002500360201,"Other, specify","Yes",1,100,12,12,"Regular source of lighting",10,"04-54-80-24","Tier 1","Tier 0",0
"216",1002500360406,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"217",1002500360406,"Flashlights","Yes",5,700,12,4,"Back-up source of lighting",12,"69-39-21-42","Tier 1","Tier 0",0
"218",1002500360406,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"219",1002500360406," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"220",1002500360406,"Other, specify","Yes",2,200,12,10,"Regular source of lighting",12,"69-39-21-42","Tier 1","Tier 0",0
"221",1002500360407,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"222",1002500360407,"Flashlights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"223",1002500360407,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"224",1002500360407," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"225",1002500360407,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"226",1002500360501,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"227",1002500360501,"Flashlights","Yes",1,150,12,12,"Regular source of lighting",3,"26-25-15-95","Tier 1","Tier 0",0
"228",1002500360501,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"229",1002500360501," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"230",1002500360501,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"231",1002500360601,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"232",1002500360601,"Flashlights","Yes",5,1000,12,5,"Back-up source of lighting",12,"57-08-12-59","Tier 1","Tier 0",0
"233",1002500360601,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"234",1002500360601," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"235",1002500360601,"Other, specify","Yes",2,200,12,12,"Regular source of lighting",12,"57-08-12-59","Tier 1","Tier 0",0
"236",1002500360602,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"237",1002500360602,"Flashlights","Yes",3,750,12,12,"Regular source of lighting",9,"39-90-03-46","Tier 1","Tier 0",0
"238",1002500360602,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"239",1002500360602," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"240",1002500360602,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"241",1002500360802,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"242",1002500360802,"Flashlights","Yes",2,300,12,12,"Regular source of lighting",4,"57-36-70-19","Tier 1","Tier 0",0
"243",1002500360802,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"244",1002500360802," Radio","Yes",1,1000,12,4,"No light available",2,"57-36-70-19","Tier 1","Tier 0",0
"245",1002500360802,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"246",1002500360901,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"247",1002500360901,"Flashlights","Yes",2,200,11,10,"Regular source of lighting",4,"61-94-16-44","Tier 1","Tier 0",0
"248",1002500360901,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"249",1002500360901," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"250",1002500360901,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"251",1002500361001,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"252",1002500361001,"Flashlights","Yes",1,400,12,12,"Regular source of lighting",6,"10-12-14-36","Tier 1","Tier 0",0
"253",1002500361001,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"254",1002500361001," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"255",1002500361001,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"256",1002500361102,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"257",1002500361102,"Flashlights","Yes",2,250,12,12,"Regular source of lighting",5,"58-23-78-68","Tier 1","Tier 0",0
"258",1002500361102,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"259",1002500361102," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"260",1002500361102,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"261",1002500361302,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"262",1002500361302,"Flashlights","Yes",2,300,12,4,"Back-up source of lighting",8,"62-38-24-04","Tier 1","Tier 0",0
"263",1002500361302,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"264",1002500361302," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"265",1002500361302,"Other, specify","Yes",2,300,12,12,"Regular source of lighting",12,"62-38-24-04","Tier 1","Tier 0",0
"266",1002500361503,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"267",1002500361503,"Flashlights","Yes",2,250,12,12,"Regular source of lighting",6,"28-45-36-83","Tier 1","Tier 0",0
"268",1002500361503,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"269",1002500361503," Radio","Yes",1,1500,12,2,"Regular source of lighting",8,"28-45-36-83","Tier 1","Tier 0",0
"270",1002500361503,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"271",1002500361505,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"272",1002500361505,"Flashlights","Yes",1,300,12,7,"Regular source of lighting",8,"25-89-53-70","Tier 1","Tier 0",0
"273",1002500361505,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"274",1002500361505," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"275",1002500361505,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"276",1002500361602,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"277",1002500361602,"Flashlights","Yes",1,75,12,14,"Regular source of lighting",4,"68-91-12-95","Tier 1","Tier 0",0
"278",1002500361602,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"279",1002500361602," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"280",1002500361602,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"281",1003504600102,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"282",1003504600102,"Flashlights","Yes",3,150,12,5,"Regular source of lighting",15,"54-20-35-03","Tier 1","Tier 0",0
"283",1003504600102,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"284",1003504600102," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"285",1003504600102,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"286",1003504600104,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"287",1003504600104,"Flashlights","Yes",3,250,12,10,"Regular source of lighting",18,"93-08-99-06","Tier 2","Tier 0",0
"288",1003504600104,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"289",1003504600104," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"290",1003504600104,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"291",1003504600206,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"292",1003504600206,"Flashlights","Yes",1,350,12,11,"Regular source of lighting",4,"21-21-74-99","Tier 1","Tier 0",0
"293",1003504600206,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"294",1003504600206," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"295",1003504600206,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"296",1003504600501,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"297",1003504600501,"Flashlights","Yes",2,300,12,11,"Regular source of lighting",12,"87-29-16-07","Tier 1","Tier 0",0
"298",1003504600501,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"299",1003504600501," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"300",1003504600501,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"301",1003504600603,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"302",1003504600603,"Flashlights","Yes",3,300,12,7,"Regular source of lighting",16,"47-34-32-20","Tier 1","Tier 0",0
"303",1003504600603,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"304",1003504600603," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"305",1003504600603,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"306",1003504600607,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"307",1003504600607,"Flashlights","Yes",1,400,12,6,"Regular source of lighting",8,"00-89-32-92","Tier 1","Tier 0",0
"308",1003504600607,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"309",1003504600607," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"310",1003504600607,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"311",1003504600609,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"312",1003504600609,"Flashlights","Yes",2,300,12,1,"Back-up source of lighting",12,"87-26-76-16","Tier 1","Tier 0",0
"313",1003504600609,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"314",1003504600609," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"315",1003504600609,"Other, specify","Yes",1,100,12,11,"Regular source of lighting",10,"87-26-76-16","Tier 1","Tier 0",0
"316",1003504600612,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"317",1003504600612,"Flashlights","Yes",3,300,12,3,"Back-up source of lighting",14,"33-85-37-89","Tier 1","Tier 0",0
"318",1003504600612,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"319",1003504600612," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"320",1003504600612,"Other, specify","Yes",1,100,12,12,"Regular source of lighting",8,"33-85-37-89","Tier 1","Tier 0",0
"321",1003504600802,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"322",1003504600802,"Flashlights","Yes",2,450,12,14,"Regular source of lighting",12,"58-03-03-19","Tier 1","Tier 0",0
"323",1003504600802,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"324",1003504600802," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"325",1003504600802,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"326",1003504601001,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"327",1003504601001,"Flashlights","Yes",1,300,12,12,"Regular source of lighting",2,"79-42-11-67","Tier 1","Tier 0",0
"328",1003504601001,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"329",1003504601001," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"330",1003504601001,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"331",1003504601402,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"332",1003504601402,"Flashlights","Yes",3,950,12,6,"Regular source of lighting",3,"82-25-03-01","Tier 1","Tier 0",0
"333",1003504601402,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"334",1003504601402," Radio","Yes",1,5400,12,5,"No light available",4,"82-25-03-01","Tier 1","Tier 0",0
"335",1003504601402,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"336",1003504601701,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"337",1003504601701,"Flashlights","Yes",2,600,12,9,"Regular source of lighting",8,"25-26-55-78","Tier 1","Tier 0",0
"338",1003504601701,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"339",1003504601701," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"340",1003504601701,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"341",1003504601803,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"342",1003504601803,"Flashlights","Yes",2,150,12,6,"Back-up source of lighting",20,"07-23-19-62","Tier 0","Tier 0",0
"343",1003504601803,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"344",1003504601803," Radio","Yes",1,1800,4,4,"No light available",4,"07-23-19-62","Tier 0","Tier 0",0
"345",1003504601803,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"346",1003504602401,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"347",1003504602401,"Flashlights","Yes",3,500,12,3,"Back-up source of lighting",12,"86-36-17-93","Tier 1","Tier 0",0
"348",1003504602401,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"349",1003504602401," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"350",1003504602401,"Other, specify","Yes",1,500,12,12,"Regular source of lighting",12,"86-36-17-93","Tier 1","Tier 0",0
"351",1003514380401,"Lanterns","Yes",1,1500,12,7,"Regular source of lighting",12,"34-12-82-05","Tier 1","Tier 0",1
"352",1003514380401,"Flashlights","Yes",2,500,12,2,"Back-up source of lighting",12,"34-12-82-05","Tier 1","Tier 0",1
"353",1003514380401,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"354",1003514380401," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"355",1003514380401,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"356",1003514380803,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"357",1003514380803,"Flashlights","Yes",2,450,12,7,"Regular source of lighting",12,"76-50-99-49","Tier 1","Tier 0",1
"358",1003514380803,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"359",1003514380803," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"360",1003514380803,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"361",1003514380805,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",1
"362",1003514380805,"Flashlights","Yes",2,350,12,6,"Regular source of lighting",24,"22-93-32-12","Tier 0","Tier 0",1
"363",1003514380805,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",1
"364",1003514380805," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",1
"365",1003514380805,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",1
"366",1003514381205,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"367",1003514381205,"Flashlights","Yes",2,400,12,6,"Regular source of lighting",10,"82-98-54-39","Tier 1","Tier 0",1
"368",1003514381205,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"369",1003514381205," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"370",1003514381205,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
"371",1003514381901,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",1
"372",1003514381901,"Flashlights","Yes",1,300,12,6,"Regular source of lighting",12,"03-60-92-74","Tier 2","Tier 0",1
"373",1003514381901,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",1
"374",1003514381901," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",1
"375",1003514381901,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",1
"376",1003514383001,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",1
